Search Warrant #,Type of Warrant,Date,Address Merged,Address,,,City,State,Country,
17SW5541,SEARCH,11-Apr-17,200 N KARLOV AVE,200,N,KARLOV AVE,CHICAGO,ILLINOIS,USA,N
17SW5528,SEARCH,11-Apr-17,5200 S MARSHFIELD AVE,5200,S,MARSHFIELD AVE,CHICAGO,ILLINOIS,USA,N
17SW5515,SEARCH,11-Apr-17,5800 S PRAIRIE AVE,5800,S,PRAIRIE AVE,CHICAGO,ILLINOIS,USA,Y
17SW5529,SEARCH,11-Apr-17,2300 S HOMAN AVE,2300,S,HOMAN AVE,CHICAGO,ILLINOIS,USA,Y
17SW5539,SEARCH,11-Apr-17,2400 E 107TH ST,2400,E,107TH ST,CHICAGO,ILLINOIS,USA,Y
17SW5544,SEARCH,11-Apr-17,12200 S THROOP ST,12200,S,THROOP ST,CHICAGO,ILLINOIS,USA,N
17SW5531,SEARCH,11-Apr-17,6200 S HERMITAGE AVE,6200,S,HERMITAGE AVE,CHICAGO,ILLINOIS,USA,Y
17SW5546,SEARCH,11-Apr-17,600 N LARAMIE AVE,600,N,LARAMIE AVE,CHICAGO,ILLINOIS,USA,N
17SW5555,SEARCH,12-Apr-17,10300 S DOTY AVE E,10300,S,DOTY AVE E,CHICAGO,ILLINOIS,USA,N
17SW5534,SEARCH,12-Apr-17,300 W 115TH ST,300,W,115TH ST,CHICAGO,ILLINOIS,USA,Y
17SW5556,SEARCH,12-Apr-17,200 E SUPERIOR ST,200,E,SUPERIOR ST,CHICAGO,ILLINOIS,USA,N
17SW5524,SEARCH,13-Apr-17,8500 S ABERDEEN ST,8500,S,ABERDEEN ST,CHICAGO,ILLINOIS,USA,N
17SW5551,SEARCH,13-Apr-17,200 N SACRAMENTO BLVD,200,N,SACRAMENTO BLVD,CHICAGO,ILLINOIS,USA,N
17SW5519,SEARCH,13-Apr-17,8600 S MAY ST,8600,S,MAY ST,CHICAGO,ILLINOIS,USA,Y
17SW5518,SEARCH,13-Apr-17,3800 W GLADYS AVE,3800,W,GLADYS AVE,CHICAGO,ILLINOIS,USA,N
17SW5575,SEARCH,13-Apr-17,800 E 131ST ST,800,E,131ST ST,CHICAGO,ILLINOIS,USA,Y
17SW5502,SEARCH,14-Apr-17,900 N SPRINGFIELD AVE,900,N,SPRINGFIELD AVE,CHICAGO,ILLINOIS,USA,Y
17SW5588,SEARCH,14-Apr-17,10300 S DOTY AVE E,10300,S,DOTY AVE E,CHICAGO,ILLINOIS,USA,N
17SW5597,SEARCH,14-Apr-17,3900 W GLADYS AVE,3900,W,GLADYS AVE,CHICAGO,ILLINOIS,USA,Y
17SW5596,SEARCH,14-Apr-17,5100 N MILWAUKEE AVE,5100,N,MILWAUKEE AVE,CHICAGO,ILLINOIS,USA,Y
17SW5599,SEARCH,14-Apr-17,3800 W GRENSHAW ST,3800,W,GRENSHAW ST,CHICAGO,ILLINOIS,USA,N
17SW5568,SEARCH,15-Apr-17,5300 S SHIELDS AVE,5300,S,SHIELDS AVE,CHICAGO,ILLINOIS,USA,N
17SW5602,SEARCH,15-Apr-17,8100 S DREXEL AVE,8100,S,DREXEL AVE,CHICAGO,ILLINOIS,USA,Y
17SW5595,SEARCH,15-Apr-17,1700 W BALMORAL AVE,1700,W,BALMORAL AVE,CHICAGO,ILLINOIS,USA,N
17SW5615,SEARCH,17-Apr-17,1900 W POLK ST,1900,W,POLK ST,CHICAGO,ILLINOIS,USA,N
17SW5616,SEARCH,18-Apr-17,10300 S DOTY AVE E,10300,S,DOTY AVE E,CHICAGO,ILLINOIS,USA,N
17SW5614,SEARCH,18-Apr-17,10300 S DOTY AVE E,10300,S,DOTY AVE E,CHICAGO,ILLINOIS,USA,N
17SW5634,SEARCH,18-Apr-17,5700 S JUSTINE ST,5700,S,JUSTINE ST,CHICAGO,ILLINOIS,USA,Y
17SW5635,SEARCH,18-Apr-17,5500 S WINCHESTER AVE,5500,S,WINCHESTER AVE,CHICAGO,ILLINOIS,USA,N
17SW5636,SEARCH,18-Apr-17,1200 W 83RD ST,1200,W,83RD ST,CHICAGO,ILLINOIS,USA,Y
17SW5608,SEARCH,18-Apr-17,2100 S HOMAN AVE,2100,S,HOMAN AVE,CHICAGO,ILLINOIS,USA,Y
17SW5612,SEARCH,18-Apr-17,1700 N LOTUS AVE,1700,N,LOTUS AVE,CHICAGO,ILLINOIS,USA,N
17SW5620,SEARCH,19-Apr-17,7600 S EXCHANGE AVE,7600,S,EXCHANGE AVE,CHICAGO,ILLINOIS,USA,Y
17SW5630,SEARCH,19-Apr-17,3200 W DOUGLAS BLVD,3200,W,DOUGLAS BLVD,CHICAGO,ILLINOIS,USA,Y
17SW5611,SEARCH,19-Apr-17,700 E 111TH ST,700,E,111TH ST,CHICAGO,ILLINOIS,USA,N
17SW5652,SEARCH,19-Apr-17,2200 S TRUMBULL AVE,2200,S,TRUMBULL AVE,CHICAGO,ILLINOIS,USA,Y
17SW5613,SEARCH,20-Apr-17,1500 S KILBOURN AVE,1500,S,KILBOURN AVE,CHICAGO,ILLINOIS,USA,Y
17SW5668,SEARCH,20-Apr-17,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
17SW5660,SEARCH,20-Apr-17,5200 S WELLS ST,5200,S,WELLS ST,CHICAGO,ILLINOIS,USA,Y
17SW5673,SEARCH,20-Apr-17,8300 S MUSKEGON AVE,8300,S,MUSKEGON AVE,CHICAGO,ILLINOIS,USA,N
17SW5655,SEARCH,20-Apr-17,1500 S SPAULDING AVE,1500,S,SPAULDING AVE,CHICAGO,ILLINOIS,USA,Y
17SW5679,SEARCH,20-Apr-17,5100 N TROY ST,5100,N,TROY ST,CHICAGO,ILLINOIS,USA,Y
17SW5667,SEARCH,21-Apr-17,1300 S MILLARD AVE,1300,S,MILLARD AVE,CHICAGO,ILLINOIS,USA,Y
17SW5669,SEARCH,21-Apr-17,8800 S UNION AVE,8800,S,UNION AVE,CHICAGO,ILLINOIS,USA,Y
17SW5687,SEARCH,21-Apr-17,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
17SW5672,SEARCH,21-Apr-17,13000 S CHAMPLAIN AVE,13000,S,CHAMPLAIN AVE,CHICAGO,ILLINOIS,USA,N
17SW5651,SEARCH,21-Apr-17,9300 S CALUMET AVE,9300,S,CALUMET AVE,CHICAGO,ILLINOIS,USA,N
17SW5691,SEARCH,21-Apr-17,2200 W 21ST PL,2200,W,21ST PL,CHICAGO,ILLINOIS,USA,Y
13SW8188,SEARCH,21-Apr-17,1400 E 69TH PL,1400,E,69TH PL,CHICAGO,ILLINOIS,USA,N
17SW5699,SEARCH,21-Apr-17,1400 E 69TH PL,1400,E,69TH PL,CHICAGO,ILLINOIS,USA,N
17SW5693,SEARCH,21-Apr-17,2700 N LARAMIE AVE,2700,N,LARAMIE AVE,CHICAGO,ILLINOIS,USA,Y
17SW5677,SEARCH,22-Apr-17,600 E 131ST ST,600,E,131ST ST,CHICAGO,ILLINOIS,USA,Y
17SW5670,SEARCH,22-Apr-17,10100 S YALE AVE,10100,S,YALE AVE,CHICAGO,ILLINOIS,USA,N
17SW5617,SEARCH,22-Apr-17,10100 S YALE AVE,10100,S,YALE AVE,CHICAGO,ILLINOIS,USA,N
17SW5666,SEARCH,22-Apr-17,700 E 111TH ST,700,E,111TH ST,CHICAGO,ILLINOIS,USA,N
17SW5709,SEARCH,22-Apr-17,300 N CENTRAL AVE,300,N,CENTRAL AVE,CHICAGO,ILLINOIS,USA,N
17SW5708,SEARCH,23-Apr-17,9900 S CARPENTER ST,9900,S,CARPENTER ST,CHICAGO,ILLINOIS,USA,Y
17SW5712,SEARCH,23-Apr-17,700 N TRUMBULL AVE,700,N,TRUMBULL AVE,CHICAGO,ILLINOIS,USA,Y
17SW5719,SEARCH,23-Apr-17,9900 S LUELLA AVE,9900,S,LUELLA AVE,CHICAGO,ILLINOIS,USA,N
15SW5580,SEARCH,23-Apr-17,5500 W GRAND AVE,5500,W,GRAND AVE,CHICAGO,ILLINOIS,USA,N
17SW5688,SEARCH,24-Apr-17,1500 W HIGHLAND AVE,1500,W,HIGHLAND AVE,CHICAGO,ILLINOIS,USA,Y
17SW5706,SEARCH,24-Apr-17,7700 S PEORIA ST,7700,S,PEORIA ST,CHICAGO,ILLINOIS,USA,N
17SW5716,SEARCH,24-Apr-17,0 W 71ST ST,0,W,71ST ST,CHICAGO,ILLINOIS,USA,Y
17SW5726,SEARCH,24-Apr-17,700 E 103RD PL,700,E,103RD PL,CHICAGO,ILLINOIS,USA,Y
17SW5731,SEARCH,24-Apr-17,5500 W CHICAGO AVE,5500,W,CHICAGO AVE,CHICAGO,ILLINOIS,USA,Y
17SW5732,SEARCH,24-Apr-17,6200 S HONORE ST,6200,S,HONORE ST,CHICAGO,ILLINOIS,USA,Y
17SW5710,SEARCH,25-Apr-17,7900 S PAULINA ST,7900,S,PAULINA ST,CHICAGO,ILLINOIS,USA,Y
17SW5734,SEARCH,25-Apr-17,700 W 77TH ST,700,W,77TH ST,CHICAGO,ILLINOIS,USA,N
17SW5746,SEARCH,25-Apr-17,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
17SW5748,SEARCH,25-Apr-17,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
17SW5749,SEARCH,25-Apr-17,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
17SW5756,SEARCH,25-Apr-17,2400 S CANAL ST,2400,S,CANAL ST,CHICAGO,ILLINOIS,USA,Y
17SW5694,SEARCH,25-Apr-17,7200 S MAY ST,7200,S,MAY ST,CHICAGO,ILLINOIS,USA,Y
17SW5742,SEARCH,25-Apr-17,200 N LOREL AVE,200,N,LOREL AVE,CHICAGO,ILLINOIS,USA,Y
17SW5723,SEARCH,25-Apr-17,3100 W 66TH ST,3100,W,66TH ST,CHICAGO,ILLINOIS,USA,N
17SW5738,SEARCH,25-Apr-17,1300 E 75TH ST,1300,E,75TH ST,CHICAGO,ILLINOIS,USA,Y
17SW5761,SEARCH,25-Apr-17,1600 S ST LOUIS AVE,1600,S,ST LOUIS AVE,CHICAGO,ILLINOIS,USA,N
17SW5744,SEARCH,26-Apr-17,3800 W 83RD ST,3800,W,83RD ST,CHICAGO,ILLINOIS,USA,N
17SW5743,SEARCH,26-Apr-17,4800 N ROCKWELL ST,4800,N,ROCKWELL ST,CHICAGO,ILLINOIS,USA,Y
17SW5745,SEARCH,26-Apr-17,5300 S MAY ST,5300,S,MAY ST,CHICAGO,ILLINOIS,USA,Y
17SW5752,SEARCH,26-Apr-17,200 N CENTRAL AVE,200,N,CENTRAL AVE,CHICAGO,ILLINOIS,USA,Y
17SW5704,SEARCH,26-Apr-17,1300 W 72ND PL,1300,W,72ND PL,CHICAGO,ILLINOIS,USA,N
17SW5766,SEARCH,26-Apr-17,3900 W GLADYS AVE,3900,W,GLADYS AVE,CHICAGO,ILLINOIS,USA,N
17SW5782,SEARCH,26-Apr-17,7300 S UNION AVE,7300,S,UNION AVE,CHICAGO,ILLINOIS,USA,N
17SW5772,SEARCH,26-Apr-17,5800 S ABERDEEN ST,5800,S,ABERDEEN ST,CHICAGO,ILLINOIS,USA,N
17SW5769,SEARCH,26-Apr-17,2300 W WASHINGTON BLVD,2300,W,WASHINGTON BLVD,CHICAGO,ILLINOIS,USA,Y
17SW5751,SEARCH,26-Apr-17,400 N LOCKWOOD AVE,400,N,LOCKWOOD AVE,CHICAGO,ILLINOIS,USA,N
17SW5776,SEARCH,26-Apr-17,3900 W THOMAS ST,3900,W,THOMAS ST,CHICAGO,ILLINOIS,USA,Y
17SW5735,SEARCH,26-Apr-17,7200 S EBERHART AVE,7200,S,EBERHART AVE,CHICAGO,ILLINOIS,USA,Y
17SW5715,SEARCH,27-Apr-17,10000 S WENTWORTH AVE,10000,S,WENTWORTH AVE,CHICAGO,ILLINOIS,USA,Y
17SW5705,SEARCH,27-Apr-17,6500 S WHIPPLE ST,6500,S,WHIPPLE ST,CHICAGO,ILLINOIS,USA,N
17SW5736,SEARCH,27-Apr-17,12000 S JUSTINE ST,12000,S,JUSTINE ST,CHICAGO,ILLINOIS,USA,Y
15SW5737,SEARCH,27-Apr-17,12000 S JUSTINE ST,12000,S,JUSTINE ST,CHICAGO,ILLINOIS,USA,Y
17SW5794,SEARCH,27-Apr-17,6200 S LAFLIN ST,6200,S,LAFLIN ST,CHICAGO,ILLINOIS,USA,N
17SW5804,SEARCH,27-Apr-17,6200 S LAFLIN ST,6200,S,LAFLIN ST,CHICAGO,ILLINOIS,USA,N
17SW5795,SEARCH,27-Apr-17,6200 S LAFLIN ST,6200,S,LAFLIN ST,CHICAGO,ILLINOIS,USA,Y
17SW5807,SEARCH,27-Apr-17,6200 S LAFLIN ST,6200,S,LAFLIN ST,CHICAGO,ILLINOIS,USA,Y
17SW5808,SEARCH,27-Apr-17,4700 S UNION AVE,4700,S,UNION AVE,CHICAGO,ILLINOIS,USA,N
17SW5816,SEARCH,28-Apr-17,3500 W GRENSHAW ST,3500,W,GRENSHAW ST,CHICAGO,ILLINOIS,USA,Y
17SW5815,SEARCH,28-Apr-17,3200 W WALNUT ST,3200,W,WALNUT ST,CHICAGO,ILLINOIS,USA,Y
17SW5805,SEARCH,28-Apr-17,6000 S CHAMPLAIN AVE,6000,S,CHAMPLAIN AVE,CHICAGO,ILLINOIS,USA,N
17SW5858,SEARCH,28-Apr-17,9200 S GREENWOOD AVE,9200,S,GREENWOOD AVE,CHICAGO,ILLINOIS,USA,Y
17SW5757,SEARCH,28-Apr-17,9200 S GREENWOOD AVE,9200,S,GREENWOOD AVE,CHICAGO,ILLINOIS,USA,Y
17SW5803,SEARCH,28-Apr-17,2200 N LEAVITT ST,2200,N,LEAVITT ST,CHICAGO,ILLINOIS,USA,Y
17SW5809,SEARCH,28-Apr-17,3500 W HURON ST,3500,W,HURON ST,CHICAGO,ILLINOIS,USA,Y
17SW5778,SEARCH,28-Apr-17,1100 S HAMILTON AVE,1100,S,HAMILTON AVE,CHICAGO,ILLINOIS,USA,N
17SW5755,SEARCH,28-Apr-17,1600 S CENTRAL PARK AVE,1600,S,CENTRAL PARK AVE,CHICAGO,ILLINOIS,USA,N
17SW8518,SEARCH,28-Apr-17,700 N LAWNDALE AVE,700,N,LAWNDALE AVE,CHICAGO,ILLINOIS,USA,Y
17SW5765,SEARCH,28-Apr-17,900 W 86TH PL,900,W,86TH PL,CHICAGO,ILLINOIS,USA,Y
17SW5806,SEARCH,28-Apr-17,8100 S EXCHANGE AVE,8100,S,EXCHANGE AVE,CHICAGO,ILLINOIS,USA,Y
17SW5832,SEARCH,28-Apr-17,1600 W COLUMBIA AVE,1600,W,COLUMBIA AVE,CHICAGO,ILLINOIS,USA,Y
17SW5834,SEARCH,29-Apr-17,0 E 103RD PL,0,E,103RD PL,CHICAGO,ILLINOIS,USA,N
17SW5830,SEARCH,29-Apr-17,6200 S DR MARTIN LUTHER KING JR DR,6200,S,DR MARTIN LUTHER KING JR DR,CHICAGO,ILLINOIS,USA,N
17SW5843,SEARCH,30-Apr-17,10300 S DOTY AVE E,10300,S,DOTY AVE E,CHICAGO,ILLINOIS,USA,N
17SW5837,SEARCH,30-Apr-17,4900 S MARSHFIELD AVE,4900,S,MARSHFIELD AVE,CHICAGO,ILLINOIS,USA,N
17SW5817,SEARCH,1-May-17,8700 W BERWYN AVE,8700,W,BERWYN AVE,CHICAGO,ILLINOIS,USA,N
17SW5835,SEARCH,1-May-17,600 E 133RD ST,600,E,133RD ST,CHICAGO,ILLINOIS,USA,Y
17SW5854,SEARCH,1-May-17,3300 W BEACH AVE,3300,W,BEACH AVE,CHICAGO,ILLINOIS,USA,Y
17SW5852,SEARCH,1-May-17,700 N CHRISTIANA AVE,700,N,CHRISTIANA AVE,CHICAGO,ILLINOIS,USA,Y
17SW5862,SEARCH,2-May-17,1400 N LONG AVE,1400,N,LONG AVE,CHICAGO,ILLINOIS,USA,N
17SW5841,SEARCH,2-May-17,600 W 61ST PL,600,W,61ST PL,CHICAGO,ILLINOIS,USA,N
17SW5842,SEARCH,2-May-17,600 W 61ST ST,600,W,61ST ST,CHICAGO,ILLINOIS,USA,N
17SW5861,SEARCH,2-May-17,8100 S BISHOP ST,8100,S,BISHOP ST,CHICAGO,ILLINOIS,USA,Y
17SW5857,SEARCH,2-May-17,3800 S MICHIGAN AVE,3800,S,MICHIGAN AVE,CHICAGO,ILLINOIS,USA,N
17SW5883,SEARCH,2-May-17,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
17SW5881,SEARCH,2-May-17,10300 S DOTY AVE E,10300,S,DOTY AVE E,CHICAGO,ILLINOIS,USA,N
17SW5882,SEARCH,2-May-17,10300 S DOTY AVE E,10300,S,DOTY AVE E,CHICAGO,ILLINOIS,USA,N
17SW5898,SEARCH,2-May-17,1200 S SPRINGFIELD AVE,1200,S,SPRINGFIELD AVE,CHICAGO,ILLINOIS,USA,Y
17SW5850,SEARCH,3-May-17,5200 S LUNA AVE,5200,S,LUNA AVE,CHICAGO,ILLINOIS,USA,N
17SW5912,SEARCH,3-May-17,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
17SW5888,SEARCH,3-May-17,100 N PARKSIDE AVE,100,N,PARKSIDE AVE,CHICAGO,ILLINOIS,USA,Y
17SW5909,SEARCH,3-May-17,4900 W FULTON ST,4900,W,FULTON ST,CHICAGO,ILLINOIS,USA,N
17SW5918,SEARCH,3-May-17,4800 S BISHOP ST,4800,S,BISHOP ST,CHICAGO,ILLINOIS,USA,N
17SW5911,SEARCH,3-May-17,600 S CANAL ST,600,S,CANAL ST,CHICAGO,ILLINOIS,USA,N
17SW5908,SEARCH,3-May-17,1700 S STATE ST,1700,S,STATE ST,CHICAGO,ILLINOIS,USA,N
17SW5917,SEARCH,3-May-17,3500 W 77TH PL,3500,W,77TH PL,CHICAGO,ILLINOIS,USA,N
17SW5907,SEARCH,3-May-17,1600 N WASHTENAW AVE,1600,N,WASHTENAW AVE,CHICAGO,ILLINOIS,USA,Y
17SW5873,SEARCH,4-May-17,2100 W 52ND PL,2100,W,52ND PL,CHICAGO,ILLINOIS,USA,N
17SW5921,SEARCH,4-May-17,200 N KEYSTONE AVE,200,N,KEYSTONE AVE,CHICAGO,ILLINOIS,USA,Y
17SW5936,SEARCH,4-May-17,6200 S WHIPPLE ST,6200,S,WHIPPLE ST,CHICAGO,ILLINOIS,USA,N
17SW5954,SEARCH,4-May-17,9600 S OGLESBY AVE,9600,S,OGLESBY AVE,CHICAGO,ILLINOIS,USA,Y
17SW5942,SEARCH,4-May-17,1200 S SPAULDING AVE,1200,S,SPAULDING AVE,CHICAGO,ILLINOIS,USA,Y
17SW5951,SEARCH,5-May-17,700 E 111TH ST,700,E,111TH ST,CHICAGO,ILLINOIS,USA,N
17SW5923,SEARCH,5-May-17,6600 S CAMPBELL AVE,6600,S,CAMPBELL AVE,CHICAGO,ILLINOIS,USA,N
17SW5941,SEARCH,5-May-17,5900 S BISHOP ST,5900,S,BISHOP ST,CHICAGO,ILLINOIS,USA,N
17SW5957,SEARCH,5-May-17,10200 S WALLACE ST,10200,S,WALLACE ST,CHICAGO,ILLINOIS,USA,N
17SW5956,SEARCH,5-May-17,10200 S WALLACE ST,10200,S,WALLACE ST,CHICAGO,ILLINOIS,USA,N
17SW5959,SEARCH,5-May-17,1100 S FRANCISCO AVE,1100,S,FRANCISCO AVE,CHICAGO,ILLINOIS,USA,Y
17SW5952,SEARCH,5-May-17,2100 S DRAKE AVE,2100,S,DRAKE AVE,CHICAGO,ILLINOIS,USA,Y
17SW5939,SEARCH,5-May-17,4200 W JACKSON BLVD,4200,W,JACKSON BLVD,CHICAGO,ILLINOIS,USA,Y
17SW5937,SEARCH,7-May-17,1000 W 87TH ST,1000,W,87TH ST,CHICAGO,ILLINOIS,USA,Y
17SW5968,SEARCH,7-May-17,10300 S DOTY AVE E,10300,S,DOTY AVE E,CHICAGO,ILLINOIS,USA,N
17SW5969,SEARCH,7-May-17,7000 S COTTAGE GROVE AVE,7000,S,COTTAGE GROVE AVE,CHICAGO,ILLINOIS,USA,N
17SW5965,SEARCH,8-May-17,600 N TRUMBULL AVE,600,N,TRUMBULL AVE,CHICAGO,ILLINOIS,USA,Y
17SW5978,SEARCH,8-May-17,5500 S ABERDEEN ST,5500,S,ABERDEEN ST,CHICAGO,ILLINOIS,USA,Y
17SW5967,SEARCH,8-May-17,900 S INDEPENDENCE BLVD,900,S,INDEPENDENCE BLVD,CHICAGO,ILLINOIS,USA,N
17SW5972,SEARCH,8-May-17,5500 S SHIELDS AVE,5500,S,SHIELDS AVE,CHICAGO,ILLINOIS,USA,N
17SW5989,SEARCH,8-May-17,1200 S FAIRFIELD AVE,1200,S,FAIRFIELD AVE,CHICAGO,ILLINOIS,USA,N
17SW5971,SEARCH,9-May-17,7800 S DAMEN AVE,7800,S,DAMEN AVE,CHICAGO,ILLINOIS,USA,N
17SW6004,SEARCH,9-May-17,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
17SW5981,SEARCH,9-May-17,4400 N MALDEN ST,4400,N,MALDEN ST,CHICAGO,ILLINOIS,USA,Y
17SW5990,SEARCH,9-May-17,8300 S PEORIA ST,8300,S,PEORIA ST,CHICAGO,ILLINOIS,USA,Y
17SW5994,SEARCH,9-May-17,700 N LONG AVE,700,N,LONG AVE,CHICAGO,ILLINOIS,USA,Y
17SW6006,SEARCH,9-May-17,6600 S SANGAMON ST,6600,S,SANGAMON ST,CHICAGO,ILLINOIS,USA,Y
17SW6013,SEARCH,10-May-17,2900 N HARDING AVE,2900,N,HARDING AVE,CHICAGO,ILLINOIS,USA,N
17SW6008,SEARCH,10-May-17,3300 W LEXINGTON ST,3300,W,LEXINGTON ST,CHICAGO,ILLINOIS,USA,N
17SW5979,SEARCH,10-May-17,2900 S SHIELDS AVE,2900,S,SHIELDS AVE,CHICAGO,ILLINOIS,USA,Y
17SW6032,SEARCH,10-May-17,100 N LOCKWOOD AVE,100,N,LOCKWOOD AVE,CHICAGO,ILLINOIS,USA,Y
17SW5977,SEARCH,10-May-17,100 W 111TH PL,100,W,111TH PL,CHICAGO,ILLINOIS,USA,N
17SW6022,SEARCH,10-May-17,11400 S CALUMET AVE,11400,S,CALUMET AVE,CHICAGO,ILLINOIS,USA,N
17SW5973,SEARCH,10-May-17,0 W 108TH PL,0,W,108TH PL,CHICAGO,ILLINOIS,USA,Y
17SW6038,SEARCH,10-May-17,1600 S KARLOV AVE,1600,S,KARLOV AVE,CHICAGO,ILLINOIS,USA,N
17SW6012,SEARCH,10-May-17,1100 W 71ST ST,1100,W,71ST ST,CHICAGO,ILLINOIS,USA,N
17SW6007,SEARCH,11-May-17,10900 S CHURCH ST,10900,S,CHURCH ST,CHICAGO,ILLINOIS,USA,Y
17SW6047,SEARCH,11-May-17,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
17SW6051,SEARCH,11-May-17,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
17SW6049,SEARCH,11-May-17,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
17SW6048,SEARCH,11-May-17,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
17SW6046,SEARCH,11-May-17,3300 W FILLMORE ST,3300,W,FILLMORE ST,CHICAGO,ILLINOIS,USA,N
17SW6002,SEARCH,11-May-17,5600 S HOYNE AVE,5600,S,HOYNE AVE,CHICAGO,ILLINOIS,USA,Y
17SW6034,SEARCH,11-May-17,4200 W JACKSON BLVD,4200,W,JACKSON BLVD,CHICAGO,ILLINOIS,USA,Y
17SW6052,SEARCH,11-May-17,6100 S CAMPBELL AVE,6100,S,CAMPBELL AVE,CHICAGO,ILLINOIS,USA,N
17SW6035,SEARCH,11-May-17,4400 S ARCHER AVE,4400,S,ARCHER AVE,CHICAGO,ILLINOIS,USA,Y
17SW6061,SEARCH,11-May-17,8300 S SANGAMON ST,8300,S,SANGAMON ST,CHICAGO,ILLINOIS,USA,Y
17SW5991,SEARCH,12-May-17,8000 S GREEN ST,8000,S,GREEN ST,CHICAGO,ILLINOIS,USA,Y
17SW6031,SEARCH,12-May-17,7800 S YATES BLVD,7800,S,YATES BLVD,CHICAGO,ILLINOIS,USA,Y
17SW6030,SEARCH,12-May-17,5000 S MICHIGAN AVE,5000,S,MICHIGAN AVE,CHICAGO,ILLINOIS,USA,Y
17SW6043,SEARCH,12-May-17,1500 N KEATING AVE,1500,N,KEATING AVE,CHICAGO,ILLINOIS,USA,Y
17SW6033,SEARCH,12-May-17,4200 W FULLERTON AVE,4200,W,FULLERTON AVE,CHICAGO,ILLINOIS,USA,N
17SW6067,SEARCH,12-May-17,1700 E 93RD ST,1700,E,93RD ST,CHICAGO,ILLINOIS,USA,Y
17SW6078,SEARCH,12-May-17,800 N LAWNDALE AVE,800,N,LAWNDALE AVE,CHICAGO,ILLINOIS,USA,N
17SW6074,SEARCH,12-May-17,1000 N LAVERGNE AVE,1000,N,LAVERGNE AVE,CHICAGO,ILLINOIS,USA,Y
17SW6036,SEARCH,12-May-17,4700 S LOOMIS BLVD,4700,S,LOOMIS BLVD,CHICAGO,ILLINOIS,USA,Y
17SW6081,SEARCH,13-May-17,5300 S SEELEY AVE,5300,S,SEELEY AVE,CHICAGO,ILLINOIS,USA,Y
17SW6086,SEARCH,13-May-17,5600 S WOOD ST,5600,S,WOOD ST,CHICAGO,ILLINOIS,USA,Y
17SW6084,SEARCH,13-May-17,11800 S WALLACE ST,11800,S,WALLACE ST,CHICAGO,ILLINOIS,USA,Y
17SW6092,SEARCH,14-May-17,11500 S PERRY AVE,11500,S,PERRY AVE,CHICAGO,ILLINOIS,USA,Y
17SW6093,SEARCH,15-May-17,4300 W 25TH PL,4300,W,25TH PL,CHICAGO,ILLINOIS,USA,N
17SW6075,SEARCH,15-May-17,5600 W 57TH ST,5600,W,57TH ST,CHICAGO,ILLINOIS,USA,N
17SW6103,SEARCH,16-May-17,2500 S ST LOUIS AVE,2500,S,ST LOUIS AVE,CHICAGO,ILLINOIS,USA,Y
17SW6100,SEARCH,16-May-17,10300 S DOTY AVE E,10300,S,DOTY AVE E,CHICAGO,ILLINOIS,USA,N
17SW6072,SEARCH,16-May-17,8600 S JUSTINE ST,8600,S,JUSTINE ST,CHICAGO,ILLINOIS,USA,N
17SW6116,SEARCH,16-May-17,1700 W 85TH ST,1700,W,85TH ST,CHICAGO,ILLINOIS,USA,N
17SW6124,SEARCH,16-May-17,900 N LAVERGNE AVE,900,N,LAVERGNE AVE,CHICAGO,ILLINOIS,USA,Y
17SW6094,SEARCH,16-May-17,7000 S SANGAMON ST,7000,S,SANGAMON ST,CHICAGO,ILLINOIS,USA,N
17SW6121,SEARCH,17-May-17,2300 S ALBANY AVE,2300,S,ALBANY AVE,CHICAGO,ILLINOIS,USA,N
17SW6119,SEARCH,17-May-17,6300 S MOZART ST,6300,S,MOZART ST,CHICAGO,ILLINOIS,USA,N
17SW6105,SEARCH,17-May-17,0 W 35TH PL,0,W,35TH PL,CHICAGO,ILLINOIS,USA,N
17SW6114,SEARCH,17-May-17,4900 S WABASH AVE,4900,S,WABASH AVE,CHICAGO,ILLINOIS,USA,Y
17SW6115,SEARCH,17-May-17,4900 S WABASH AVE,4900,S,WABASH AVE,CHICAGO,ILLINOIS,USA,Y
